Authors,Title,Year,Source title,Abstract,Author Keywords,Affiliations,Language of Original Document
"Abhishekh H., Thirthalli J., Hegde A., Phutane V., Kumar C., Muralidharan K., Gangadhar B.",Seizure duration decreases over a course of bifrontal and not bitemporal electroconvulsive therapy,2014,Indian Journal of Psychological Medicine,"Context: Mechanism of action of electroconvulsive therapy (ECT) is unclear. Anticonvulsant action of ECT has also been one among the hypothesized mechanisms. Anticonvulsant effect may manifest during ECT in at least two ways (a) increased seizure threshold (b) decrease in seizure duration. In depression, increased seizure threshold has been shown to be associated with better antidepressant response. However, relationship between seizure duration and antidepressant activity has been inconsistent. These issues are not investigated in conditions other than depression. Aims: We examined seizure duration over the course of ECT in schizophrenia patients. Settings and Design: Material for this analysis was obtained from a clinical trial examining the differential efficacy of bifrontal ECT (BFECT) versus bitemporal ECT (BTECT) in schizophrenia patients. As a part of study 122 schizophrenia patients who were prescribed ECT were randomized to receive either BFECT or BTECT. Subjects and Methods: Final analysis was conducted on data from 70 patients, as the rest of the data either had artifact or there was a significant change in medication status. Electroencephalogram seizure duration was noted in each session for these patients. Results: Seizure duration declined significantly from second ECT to 6 th ECT (repeated measures analysis of variance F = 4.255; P = 0.006). When separate analysis was conducted for BTECT and BFECT patients the decline in seizure duration from 2 nd to 6 th ECT was significant only with BFECT (F = 3.94; P = 0.014) and not with BTECT (F = 0.966; P = 0.424). Conclusions: Better anticonvulsant effects with BFECT may explain the better therapeutic observed with BFECT in schizophrenia as well as mania in our earlier studies.",Bifrontal; bitemporal; electroconvulsive therapy; seizure duration,"Departments of Psychiatry, All India Institute of Medical Sciences, New Delhi, India; ERA's Lucknow Medical Collage and Hospital, Lucknow, UP, India",English
"Sahu A., Gupta P., Chatterjee B.",Depression is more than just sadness: A case of excessive anger and its management in depression,2014,Indian Journal of Psychological Medicine,"People with depressive illness often have symptoms of overt or suppressed anger. Those with anger traits face exaggerated problem during symptomatic period of depression. Pharmacological management helps in control of depressive and anxiety symptoms, but rarely address anger symptoms. Non-pharmacological management like cognitive-behavioral therapy (CBT) is effective in depression as well as in anger management, but is not used frequently in anger associated or exacerbated by depression. We present the case of a 27-year-old male suffering from moderate depressive episode with associated anger outburst. He underwent CBT, which resulted in a significant decrease in anger symptoms as well as in severity of depression.",Anger; anger management; depression,"Departments of Psychiatry, Postgraduate Institute of Medical Education and Research, Chandigarh-160 012, India; Drug De-addiction and Treatment Centre, Postgraduate Institute of Medical Education and Research, Chandigarh, India",English
"Ghosh A., Basu D.",Restless legs syndrome in opioid dependent patients,2014,Indian Journal of Psychological Medicine,"Although frequently underdiagnosed, several epidemiological studies have estimated the prevalence of restless legs syndrome (RLS) in western countries at 5-15% of the general population. The diagnosis is usually made on a clinical basis, according to the criteria established by the international RLS study group. There are case reports of transient RLS in opiate withdrawal. We describe three opiate (dextropropoxyphene (DPP)) dependent young male patients; two of them had DPP intoxication/withdrawal seizure developing RLS during opiate withdrawal. However, their RLS persisted even after the remission of other withdrawal symptoms. Thyroid function test, hemogram, serum ferritin were normal in all of them. The cases responded well to a treatment with ropinirole. Hence, there might be a causal association, which required further well-designed studies to substantiate. The sleep disturbances and use of benzodiazepines can be minimized by increasing clinician′s sensitivity to diagnose.",Dopamine; opioid dependence syndrome; restless legs syndrome,"Departments of Clinical Psychology, National Institute of Mental Health and Neurosciences, Bangalore-560 029, Karnataka, India; Departments of Psychiatry, National Institute of Mental Health and Neurosciences, Bangalore, Karnataka, India",English
"Sharma M., Chaturvedi S.",Pain in mental health setting and community: An exploration,2014,Indian Journal of Psychological Medicine,"Pain is a commonly experienced complaint in the general population. It aims to determine the occurrence of pain complaints among the general population as well as the clinical group. The sample for the current study was drawn from the ongoing study on development of NIMHANS Screening tool for psychological problems. It includes males and females (119 males and 110 normal and 200 males and 100 clinical subjects) above age 18 years. Subjects were assessed on the question related to frequent experience of body ache and headache in the past one week in an individual setting. Data was analyzed using percentage scores. It indicate that 27% (16% in females and 11% in male) experience pain in the normal group, whereas in clinical categories, 14.5% of anxiety disorder (9.5% in females and 5% in males), 13.9% of depression (8.9% in females and 5% in males), 17.9% of obsessive compulsive disorder (OCD) (8.5% in females and 9.4% in males) and 13.9% of substance users reported pain in last seven days. It implies the need for sensitization among professionals and general population to identify pain complaints.",Pain; tool; treatment,"Department of Psychiatry, Post Graduate Institute of Medical Education and Research, Chandigarh 160012, India",English
"Grover S., Ghosh A.",Somatic symptom and related disorders in Asians and Asian Americans,2014,Asian Journal of Psychiatry,"Somatic manifestation is common in the Asian population. The frequent occurrence of somatic symptom and related disorders among Asians could well be explained by an overt emphasis on 'somatic' idioms of distress on the one hand, and unacceptability and stigma attached to psychological expression of distress on the other. Assessment and diagnosis of somatoform disorders is complicated by the scarcity of cross-culturally validated instruments. Likewise, management is also based on Western literature in which psychological interventions override pharmacological treatment. DSM-5 has broadened the scope of somatoform disorders and emphasizes the concept rather than simply counting symptoms. These changes are expected to have a positive impact cross-culturally. © 2013 Elsevier B.V.",,"Department of Psychiatry, St. John's Medical College and Hospital, Bangalore 560034, India; St. John's Research Institute, Bangalore 560034, India; Department of Clinical Psychology, National Institute of Mental Health and Neuro Sciences, Bangalore 560029, India; Department of Psychiatric Social Work, National Institute of Mental Health and Neuro Sciences, Bangalore 560029, India; Sreesha Hospital, Coimbatore, India",English
"Bhola P., Rekha D.P., Sathyanarayanan V., Daniel S., Thomas T.","Self-reported suicidality and its predictors among adolescents from a pre-university college in Bangalore, India",2014,Asian Journal of Psychiatry,"There is increasing concern about suicide rates in the vulnerable developmental stage of adolescence. The experiences and expressions of suicidality among adolescents are often ""hidden"" and occur due to complex and cumulative interactions of multiple factors.A cross-sectional survey assessed self-reported suicidal ideation, suicide attempts and helpseeking behaviour among adolescents attending a pre-university college in Bangalore, India. This formed part of a 2-year teacher training project for Adolescent Mental Health and Suicide Prevention in the college.1087 male and female adolescents aged 16-18 years, completed the Columbia Teen Screen which assessed self-reported suicide attempt/s (lifetime, past 3 months) as well as suicidal ideation (current, past 3 months) and associated intensity, severity and duration. Adolescents' perceptions about the need for help and mental health consultation were also assessed. Emotional and behavioural difficulties were reported on the Strengths and Difficulties Questionnaire.The results indicated that 25.4% of the adolescents reported suicidal ideation (past 3 months) and 12.9% of the total sample expressed their need for seeking help. The rate of suicide attempt was 12.9% (lifetime) and 6% (past 3 months).Logistic Regression analysis identified factors associated with recent suicidal ideation and attempt. Females had higher rates of suicide ideation and attempts than males (Ideation OR. = 1.4, CI. = 1.04-1.9; Attempt OR. = 2.2, CI. = 1.0-4.5) and adolescents with abnormal emotional and behavioural problems were at higher risk for suicidal ideation (emotional difficulties OR. = 4.6, CI. = 3.2-6.6; hyperactivity/inattention OR. = 2.1, CI. = 1.3-3.2).The findings add to the limited database on youth suicidality in India and have implications for prevention and intervention. © 2013 Elsevier B.V.",Adolescents; Predictors; Screening; Suicidal ideation; Suicide attempts,"Institut de Ciència i Tecnologia Ambientals, Universitat Autònoma de Barcelona, Edifici C, Campus Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain; Ecology Department, French Institute of Pondicherry, Pondicherry, 605001, India; Social-Ecological Systems Laboratory, Department of Ecology, Autonomous University of Madrid, Madrid, Spain; Department of Anthropology, University of California, Davis, CA, 95616, United States; CIRAD, Ressources forestières et politiques publiques, 34398 Montpellier, France; ICREA and Institut de Ciència i Tecnologia Ambientals, Universitat Autònoma de Barcelona, Edifici C, Campus Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain",English
"Zorondo-Rodríguez F., Gómez-Baggethun E., Demps K., Ariza-Montobbio P., García C., Reyes-García V.","What Defines Quality of Life? The Gap Between Public Policies and Locally Defined Indicators Among Residents of Kodagu, Karnataka (India)",2014,Social Indicators Research,"Improving quality of life (QoL) is one of the main goals of many public policies. A useful tool to measure QoL needs to get a good balance between indicators guided by theories (top-down approach) and indicators defined by local people (bottom-up approach). However, QoL measurement tools often neglect to include elements that define the standard of living at local level. In this paper, we analyse the correspondence between human development index, as an indicator adopted by governments to assess QoL, and the elements defined by local people as important in their QoL, called here local means. Using a free-listing technique, we collected information from 114 individuals from Kodagu, Kartanataka (India), to capture local means defining QoL. We then compared local means with the indicators used by Human development report (HDR) of Karnataka, the main measurement tool of QoL in Kodagu. The list of local means included access to basic facilities and many issues related to agriculture and natural resources management as elements locally defining QoL. We also found that HDR does not capture the means defined by people as indicators of QoL. Our findings suggest an important gap between current QoL's indicators considered by public policies and the means of QoL defined by people. Our study provides insights for a set of plausible local indicators useful to achieve a balance between top-down and bottom-up approaches for the local public policies. © 2012 Springer Science+Business Media B.V.",Human development index; Human well-being; India; Kodagu; Local means; Quality of life,"Tata Institute of Social Sciences, Mumbai, India",English
Pandya S.P.,Sudarshan Kriya and Pranayama: Insights Into an Indic Spiritual Practice for Promoting Well-Being,2014,Journal of Spirituality in Mental Health,"This article is based on an Indic spiritual practice called the Sudarshan Kriya and Pranayama (SK&P) developed by Art of Living Foundation, a fast-growing, transnational, and popular new religious movement started by the charismatic teacher Sri Sri Ravi Shankar in India. Drawing from the experiences of 828 participants of this spiritual and meditative technique, the focus is to look at its efficacy to promote well-being. Factors that led the participants to learn this practice were explored. Two scales have been used to understand well-being post program participation: the Well-Being Picture Scale and Meaning in Life Questionnaire. The practice is perceived as effective for stress relief, promoting an overall sense of well-being, increasing optimism, and enhancing coping. Crucial to its efficacy are postprogram self-practice and attendance of follow-up sessions. Based on an analysis of SK&P in the light of models of spirituality, this article proposes a frame for cross-cultural utilization of SK&P as a spiritual practice and technique to promote well-being. © 2014 Copyright Taylor and Francis Group, LLC.",Indic spirituality; Sudarshan Kriya and Pranayama (SK&P); well-being,"Operations Management Group, Indian Institute of Management Calcutta, Diamond Harbor Road, Kolkata 700104, India; Operations and Information Management, School of Business, University of Connecticut, Storrs, CT 06269, United States",English
"Basu P., Nair S.K.",A decision support system for mean-variance analysis in multi-period inventory control,2014,Decision Support Systems,"Traditionally inventory management models have focused on risk-neutral decision making with the objective of maximizing the expected rewards or minimizing costs over a specified time horizon. However, for items marked by high demand volatility such as fashion goods and technology products, this objective needs to be balanced against the risk associated with the decision. Depending on how the product performs vis-à-vis the seller's original forecast, the seller could end up with losses due to either short or surplus supply. Unfortunately, traditional models do not address this issue. Stochastic dynamic programming models have been extensively used for sequential decision making in the context of multi-period inventory management, but in the traditional way where one either minimizes costs or maximizes profits. Risk is implicitly considered by accounting for stock-out costs. Considering risk and reward simultaneously and explicitly in a stochastic dynamic setting is a cumbersome task and often difficult to implement for practical purposes, since dynamic programming is designed to optimize on one variable, not two. In this paper we develop an algorithm, Variance-Retentive Stochastic Dynamic Programming that tracks variance as well as expected reward in a stochastic dynamic programming model for inventory control. We use the mean-variance solutions in a heuristic, RiskTrackr, to construct efficient frontiers which could be an ideal decision support tool for risk-reward analysis. © 2013 Elsevier B.V.",Efficient frontier analysis; Inventory management; Mean-variance analysis; Risk-reward heuristic; Stochastic dynamic programming,"Biophysics and Structural Genomics Division, Saha Institute of Nuclear Physics, 1/AF, Bidhan Nagar, West Bengal, Kolkata 700 064, India",English
"Roy K., Raychaudhuri M., Chakrabarti O., Mukhopadhyay D.",Growth factor receptor-bound protein 2 promotes autophagic removal of amyloid-β protein precursor intracellular domain overload in neuronal cells,2014,Journal of Alzheimer's Disease,"The ascertainment of elevated levels of amyloid-β protein precursor intracellular domain (AICD) in Alzheimer's disease (AD) brains and the fact that it contributes to AD-like pathology has geared the search toward a new paradigm. While studying endogenous as well as overexpressed Grb2-AICD interaction in AD cell models, it was found that Grb2 co-localized to compartments along with AICD. We report now that these vesicles form in a clathrin and dynamin independent manner. Both types of vesicles mature into autophagosomes, merge with lysosomes, and relieve the cells of AICD overload. Inhibiting autophagosome formation results in vesicle accumulation. AICD-level is reduced in Grb2 excess condition in Cycloheximide Chase setup. Reduced caspase activity and apoptosis point toward the fact that the cytotoxic effect of AICD is alleviated by its sequestration in autolysosomes. Hence we state that the entrapping of AICD in Grb2 vesicles and its clearance via autophagosomes is a survival contrivance on the part of the cell. This study unravels, for the first time, the roles of Grb2 in autophagy and in handling toxic protein overload in an AD-like scenario. © 2014 - IOS Press and the authors. All rights reserved.",Amyloid-β protein precursor protein; Autophagy; CD63; Clathrin; dynamin; Grb2; LC3 protein,"Department of Psychiatry, National Institute of Mental Health and Neurosciences (NIMHANS), Bangalore, India",English
"Chand P., Thirthalli J., Murthy P.",Substance use disorders among treatment naïve first-episode psychosis patients,2014,Comprehensive Psychiatry,"Objectives To examine the prevalence of substance use among treatment naïve patients with first episode psychosis presenting to a psychiatry outpatient clinic in India. Methods The study sample consisted of 139 first episode treatment naïve patients with psychosis from in and around Bangalore, a city in South India. Self as well as informant-reported data on type, use and duration of substance use as well as the severity of psychotic symptoms were collected using structured instruments. Urine toxicology screen was also conducted for six common drugs of abuse. Breath alcohol analysis was performed in all patients. Results Acute and transient psychosis was the most common diagnosis (42.4%). Overall, 20% of the population reported current substance use disorder (excluding nicotine). Current alcohol dependence was diagnosed among 17.3%, whereas cannabis dependence in 3.6%. Life time as well as current use of cannabis was less than 6%. While one patient reported inhalant abuse none reported use of amphetamine or opioids. There was very high concordance between reported drug use and urine toxicology screen. Conclusion The use of illicit drugs is substantially less among first episode drug naïve patients with psychosis in an Indian urban clinical setting compared to rates reported from developed countries like North America, Canada and UK. © 2014 Elsevier Inc.",,"Humanities and Social Science, Indian Institute of Technology, Delhi, India",English
Singh V.,A potential role of reward and punishment in the facilitation of the emotion-cognition dichotomy in the Iowa Gambling Task,2013,Frontiers in Psychology,"The Iowa Gambling Task (IGT) is based on the assumption that a decision maker is equally motivated to seek reward and avoid punishment, and that decision making is governed solely by the intertemporal attribute (i.e., preference for an option that produces an immediate outcome instead of one that yields a delayed outcome is believed to reflect risky decision making and is considered a deficit). It was assumed in the present study that the emotion- and cognition-based processing dichotomy manifests in the IGT as reward and punishment frequency and the intertemporal attribute. It was further proposed that the delineation of emotion- and cognition-based processing is contingent upon reward and punishment as manifested in the frame of the task (variant type) and task motivation (instruction type). The effects of IGT variant type (reward vs. punishment) and instruction type (task motivation induced by instruction types: reward, punishment, reward and punishment, or no hint) on the intertemporal and frequency attributes of IGT decision-making were analyzed. Decision making in the reward variant was equally governed by both attributes, and significantly affected by instruction type, while decision making in the punishment variant was differentially affected by the two attributes and not significantly impacted by instruction type. These results suggest that reward and punishment manifested via task frame as well as the task motivation may facilitate the differentiation of emotion- and cognition-based processing in the IGT. © 2013 Singh.",Decision making; Instructions; Intertemporality; Iowa Gambling Task; Reward-punishment,"Department of Biochemistry, JIPMER, Puducherry 605006, India; Department of Psychiatry, JIPMER, Puducherry 605006, India; Department of Obstetrics and Gynecology, JIPMER, Puducherry 605006, India",English
"Aishwarya S., Rajendiren S., Kattimani S., Dhiman P., Haritha S., AnanthaNarayanan P.H.",Homocysteine and serotonin: Association with postpartum depression,2013,Asian Journal of Psychiatry,"Postpartum depression (PPD) is a disorder of multifactorial origin with significant consequences on both maternal and child health. One of the biological factors implicated is perturbed methionine-homocysteine metabolism. Since this metabolic pathway plays a significant role in myelination of nerve fibers, the growth and development of the child would also be adversely affected. We carried out this study in 103 women (58 with PPD and 45 without PPD) who delivered their child in our institute from December 2010 to November 2011. The study group was evaluated for PPD using Edinburgh postnatal depression scale with a cut-off score of 10. Assessment of fetal well being was done by APGAR score assessed immediately after birth. Serum folic acid, vitamin B12, homocysteine and serotonin was done by ELISA. We found significantly elevated levels of homocysteine in women with PPD as compared to those without PPD, both at 24-48. h as well as six weeks after delivery, although no associations were found with folate and vitamin B12 levels. Also, there was a significant negative correlation between serum homocysteine and serotonin levels in the postpartum depression group with a significant negative correlation between homocysteine and serotonin. Our study showed a significantly lower APGAR score in the infants born to mothers with PPD. Our study also shows that homocysteinemia is associated with PPD whether at the first week or sixth week, while low serum serotonin may play a role in depression during the first week, but may not have a role in depression status at the sixth week. Also, PPD in the mother is related to a low APGAR score in infants born to these mothers emphasizing the significance of both mental as well as nutritional status of the mother. © 2013.",Homocysteine; Postpartum depression; Seratonin,"Department of Clinical Psychology, National Institute of Mental Health and NeuroSciences (NIMHANS), Bangalore, KA, India; Department of Psychiatry, National Institute of Mental Health and NeuroSciences (NIMHANS), Bangalore, KA, India; Department of Biostatistics, National Institute of Mental Health and NeuroSciences (NIMHANS), Bangalore, KA, India",English
"Hegde S., Thirthalli J., Rao S.L., Raguram A., Philip M., Gangadhar B.N.",Cognitive deficits and its relation with psychopathology and global functioning in first episode schizophrenia,2013,Asian Journal of Psychiatry,"Aim: The aim was to examine the cognitive deficits profile in first episode schizophrenia patients as well as examine the correlation between cognitive deficits, psychopathology and global functioning. Better understanding of these various facets of this debilitating illness is imperative in planning treatment, thereby limiting decline in global functioning. Methods: Forty-nine schizophrenia patients with illness duration less than two years comprised the sample. A comprehensive battery of neuropsychological tests, the Positive and Negative Syndrome Scale and WHO Disability Assessment schedule were administered to assess cognitive functions, psychopathology and global functioning respectively. Results: Cognitive deficit quotient for each patient was calculated. In this cohort 16.3% of patients had less than 25% of cognitive deficits, 38.8% had 25-50% of cognitive deficits, 36.7% had 50-75% of cognitive deficits and 8.2% of patients had more than 75% cognitive deficits. More than 50% of the patients in the present cohort showed deficits in the domains of attention, executive functions and learning and memory. Psychopathology significantly correlated with global functioning. Negative symptoms significantly correlated with cognitive functions of motor speed, attention and executive functions. Step wise linear regression analysis showed that duration of illness, attention (sustained attention), executive function (response inhibition), negative and positive psychopathology predicted level of global functioning at varied levels. Conclusions: Cognitive deficits in multiple domains were observed in the present cohort. Attention and executive functions predicted global functioning. There is a need for longitudinal studies with larger sample to examine the course of the cognitive deficits with progress in illness. © 2013 Elsevier B.V.",Cognitive deficits; First episode schizophrenia; Global functioning; Neuropsychological assessment; Psychopathology,"Department of Neurology, UP Rural Institute of Medical Sciences and Research, Saifai, Etawah 206130, U.P., India; Department of Forensic Medicine and Toxicology, UP Rural Institute of Medical Sciences and Research, Saifai, Etawah 206130, U.P., India",English
"Verma A., Kumar A.",Neurocysticercosis presenting as acute psychosis: A rare case report from rural India,2013,Asian Journal of Psychiatry,"Neurocysticercosis, caused by the larval stage of the tapeworm Taenia solium, is the most common parasitic infection of the central nervous system. Its clinical manifestations are varied, non specific and pleomorphic, depending on multiple factors. Seizures are the commonest presentation of neurocysticercosis. In this communication we describe an interesting case of multiple neurocysticercosis in a young presenting with psychiatric manifestations. He responded well to steroid and antipsychotic treatment. This case highlights an uncommon presentation of neurocysticercosis and significance of early recognizing this reversible cause will avoid delay in treatment. © 2013 Elsevier B.V.",Neurocysticercosis; Neuropyschiatric manifestations; Psychosis,"Department of Psychiatry, Govt. Medical College, Amritsar 143001, India; Department of Psychiatry, Safdarjung Hospital and VMMC, New Delhi 110029, India; Department of Psychiatry, Government Medical College, Amritsar 143001, India",English
"Gupta M., Kumar K., Garg P.D.",Dual diagnosis vs. triple diagnosis in HIV: A comparative study to evaluate the differences in psychopathology and suicidal risk in HIV positive male subjects,2013,Asian Journal of Psychiatry,"Introduction: The problem of triple diagnosis of HIV, substance abuse and psychiatric disorders is a complex one with difficult solutions. HIV disease progression is affected by substance use as well as psychiatric illness burden due to both direct as well as indirect factors. Continuing substance abuse with poor drug adherence coexists with psychiatric disorders leading to increased morbidity and mortality. Method: A total of 100 HIV positive subjects comprising of two groups each having 50 subjects with and without substance abuse were assessed using detailed history, mental state examination, WHO schedule for clinical assessment in neuropsychiatry (SCAN 2.0) and Beck's Scale for Suicidal Ideation (BSS). Statistical analysis used Chi-Square test, Fischer's exact test, Student's t-test, Pearson's correlation coefficient, univariate and multiple regression analysis, univariate and multiple logistic regression analysis. p-Value. <. 0.05 was considered to denote statistical significance. Results: Subjects with substance use disorder had higher rates of psychiatric morbidity (52% vs. 24%, 95% CI. = 0.5200, p<. 0.05). The rate of antiretroviral therapy default was almost double in subjects with substance abuse, as compared to subjects without substance use. Suicidal risk was significantly increased (p<. 0.05) in subjects with co-morbid medical disorders but substance abuse did not increase the risk. Conclusion: Substance abuse inflicts a much greater burden on HIV positive individuals as compared to subjects without substance use. Concomitant substance abuse resulted in significantly increased duration of illness and psychiatric morbidity. © 2013 Elsevier B.V.",Dual diagnosis; HIV; Mental disorders; Substance-related disorders; Triple diagnosis,"Department of Psychology, San Francisco State University, 1600 Holloway Ave., San Francisco, CA 94132, United States; Georgia Institute of Technology, United States; University of Illinois at Urbana-Champaign, United States; Emerson Corporation, India",English
"Mosier K.L., Fischer U., Morrow D., Feigh K.M., Durso F.T., Sullivan K., Pop V.","Automation, task, and context features: Impacts on pilots' judgments of human-automation interaction",2013,Journal of Cognitive Engineering and Decision Making,"Human-automation interaction (HAI) takes place in virtually every high-technology domain under a variety of operational conditions. Because operators make HAI decisions such as which mode to use, and when to engage, disengage, monitor, or cross-check automation, it is important to understand their perceptions of how system and situational characteristics affect their interaction with automation. The objective of this study was to examine how systematic variations of automation interface, task and context features influence professional pilots' judgments of HAI situations. Pilots received descriptions of crews interacting with flight deck automation in specific situations and were asked to rate cognitive demands and predict behaviors. Results reflect a complex interplay among automation features, task, and context. Automation features influenced judgments of workload, task management, and potential for automation-related errors; however, the impact of automation on situation awareness seems to be moderated by task features. Unanticipated tasks had broader effects on pilots' judgments than operational stressors. Results suggest that although changes to automated systems may be small in technical terms, their cognitive and behavioral impact on operators may be significant. Performance effects of automation changes in aviation as well as other domains need to be addressed with reference to task characteristics and situational demands. © 2013, Human Factors and Ergonomics Society.",automation; context features; HAI; human-automation interaction,"Department of Pharmacology, University Institute of Pharmaceutical Sciences, UGC Centre of Advanced Study, Chandigarh 160014, Panjab, India",English
"Arora V., Chopra K.",Possible involvement of oxido-nitrosative stress induced neuro-inflammatory cascade and monoaminergic pathway: Underpinning the correlation between nociceptive and depressive behaviour in a rodent model,2013,Journal of Affective Disorders,"Background Pain and depression are frequent co-morbid disorders. The prevalence rate of depression is several times higher in patients with chronic pain than in the general population but the mechanism underlying this association is unknown. A combination of interactions between neurotransmitters, neuropeptides, oxidative and nitrosative stress and cytokines are thought to take part in pathogenesis of pain as well as depression. Thus, the aim of the present study was two-fold, first to investigate the interplay between nociception and associated depression and second to investigate the protective potential of berberine against the reserpine-induced nociceptive and depressive behaviour and further to explore the role of oxidative-nitrosative stress mediated inflammatory cascade and apoptotic signalling pathway in this dyad. Methods and results Nociception and associated depression were induced by administration of reserpine (1 mg/kg subcutaneous daily) for three consecutive days. This behavioural deficit was integrated with decrease in the biogenic amine (dopamine, norepinephrine and serotonin) levels along with increased substance P concentration, oxidative-nitrosative stress, inflammatory cytokines, NF-κβ and caspase-3 levels in different brain regions (cortex and hippocampus) of the reserpinised rats. Limitation More studies are still warranted in similar rodent models of pain and depression, so, that the present findings can be further substantiated to establish the clinical effectiveness of berberine in a subset of patients suffering from pain as well as depression. Conclusion The findings from the current study suggested that reserpine-induced neurochemical alterations and dysregulation of oxidative-nitrosative stress induced inflammatory cascade underlies the co-morbidity of nociceptive behaviour and associated depression in rats. © 2013 Elsevier B.V.",Allodynia; Biogenic amines; IL-1β; Pain-depression dyad; Substance P; TNF-α,"School of Sport and Education, Brunei University, D-159 Surajmal Vihar, New Delhi, 110092, India",English
"Sohal D., Gervis M., Rhind D.",Exploration of organizational stressors in Indian elite female athletes,2013,International Journal of Sport Psychology,"Research on experiences of Indian athletes is limited. This is the first study that explored the organizational stressors experienced by Indian elite female athletes and the impact on their psychological well-being. Ten participants were interviewed on their experiences with sport organizations in preparation for international tournaments. Drawing on Arnold and Fletcher's (2012) taxonomic classification of organizational stressors in sport performers, a range of first- and second-order themes were identified and categorized. The emergent themes were aligned with the dimensions of psychological well-being (Ryff, 1989a). The study added to the existing literature on organizational stressors by considering them in a different cultural context as well as their link with psychological well-being. Perceived bias and lack of support from the sport organizations, limited access to support staff, and lack of basic training necessities were identified as the most commonly cited stressors. Data analysis led to the emergence of new themes specific to the Indian sports climate, such as, perceived gender discrimination and limited scope for a career in sports for female athletes. Consequently, the stressors resulted in feelings of low environmental mastery and personal growth. Recommendations are made for future research and practical implications for sport organizations and sport psychologists are identified.",Elite athletes; Flourish; India; Psychological well-being; Stress,"University of Mysore, Mysore, India",English
Daraei M.,Social Correlates of Psychological Well-Being Among Undergraduate Students in Mysore City,2013,Social Indicators Research,"This study explores the impacts of social factors on psychological well-being mainly, gender, educational levels of parents, family income, occupation of parents, and family relationships. The research methodology I employed was guided by random sampling techniques; I selected two hundred eighty students, between the ages of, 19 and 22, from both genders, and different socioeconomic and religious backgrounds. These students were selected from a total of 8 governmental and private colleges in Mysore. I prepared a structured questionnaire for gathering the demographic information and assessing relevant social factors. To measure psychological well-being, I administered Ryff's psychological well-being scales (Ryff in J Pers Soc Psychol 57(6):1069-1081, 1989). I used frequencies, distribution, and contingency coefficient to describe the variables such as, age, gender, education, religion, income, occupation and their association with type of colleges The data were statistically tested through a one way analysis of variance (ANOVA), Post Hoc Test (Duncan's Multiple Range Test) and a t test using (SPSS, version 16). The findings of this quantitative study reveal that there were no gender differences in relation to psychological well-being of students. Educational levels of parents, occupation, income, and family relationships impact students' psychological well-being. This study contributes to the literature in two ways. First, my work explores multiple social factors in tandem, instead of focusing on one social factor. Second, the current study probes into better understanding of the sociological issues that are related to characteristics of psychological well-being, particularly that of young college -age women and men. This research is supported by previous studies related to the psychological well-being. © 2012 Springer Science+Business Media Dordrecht.",Education; Family relationships; Income; Mysore; Occupation; Private and governmental colleges; Psychological well-being (PWB); Social correlates; Undergraduate students,"Department of Rheumatology, King George's Medical University, Lucknow, India; Department of Biochemistry, King George's Medical University, Lucknow, India; Department of Physiology, King George's Medical University, Lucknow, India",English
"Fatima G., Das S.K., Khan F.H., Mahdi A.A., Verma N.S.",Circadian variations of 5-hydroxytryptamine in female with fibromyalgia syndrome: A case control study,2013,Sleep and Biological Rhythms,"The aim of the present study was to evaluate circadian variation in serum serotonin (5-hydroxytryptamine; 5-HT) levels and correlate it with Tender Points Count (TPC) and Fibromyalgia Impact Questionnaire Revised (FIQR) in female fibromyalgia syndrome (FMS) patients. Serum levels of 5-HT were measured at 6-h intervals in 50 women with FMS satisfying American College of Rheumatology (ACR) 1990 criteria (Age 36.6 ± 9.8) as well as 50 healthy control women (Age 32.8 ± 10.5). The FIQR and TPC were used to assess FMS severity. Significantly low serum 5-HT levels were found in patients with FMS throughout the day compared to controls. However, only weak and non-significant circadian variations were found in circulating levels of serum 5-HT in patients with lowest level in morning, whereas in controls the morning values were the highest. Furthermore, morning and mid-night serum 5-HT levels were significantly negatively correlated with FIQR in the patient group. There was no significant correlation in 5-HT values in FMS patients with TPC. However, on multiple regression significant correlation was seen between morning, afternoon and evening 5-HT levels with TPC. We conclude that serum 5-HT levels were low in FMS patients and, only weak circadian variations exist. Low levels of serum 5-HT in patient group throughout the day may explain the complaint of unrefreshing sleep. © 2013 Japanese Society of Sleep Research.",5-hydroxytryptamine; Circadian variations; Fibromyalgia syndrome,"Department of Business Management, Punjab Agricultural University, Ludhiana, India; Department of Economics, Punjab Agricultural University, Ludhiana, India; History Department, LR DAV College, Jagraon, India",English
