Title,Year
"Indian renaissance in the twenty-first century: Management education, thoughts and practices for the betterment of business, nation and society",2014
Can Psychosocial Intervention Improve Peer and Sibling Relations Among War-affected Children? Impact and Mediating Analyses in a Randomized Controlled Trial,2014
Unpacking Self-Rated Health and Quality of Life in Older Adults and Elderly in India: A Structural Equation Modelling Approach,2014
Improvement in Spatial Imagery Following Sight Onset Late in Childhood,2014
Study of insomnia and associated factors in traumatic brain injury,2014
Development of an abbreviated version of the Delirium Motor Subtyping Scale (DMSS-4),2014
Seizure duration decreases over a course of bifrontal and not bitemporal electroconvulsive therapy,2014
Depression is more than just sadness: A case of excessive anger and its management in depression,2014
Restless legs syndrome in opioid dependent patients,2014
Pain in mental health setting and community: An exploration,2014
Somatic symptom and related disorders in Asians and Asian Americans,2014
"Self-reported suicidality and its predictors among adolescents from a pre-university college in Bangalore, India",2014
"What Defines Quality of Life? The Gap Between Public Policies and Locally Defined Indicators Among Residents of Kodagu, Karnataka (India)",2014
Sudarshan Kriya and Pranayama: Insights Into an Indic Spiritual Practice for Promoting Well-Being,2014
A decision support system for mean-variance analysis in multi-period inventory control,2014
Growth factor receptor-bound protein 2 promotes autophagic removal of amyloid-β protein precursor intracellular domain overload in neuronal cells,2014
Substance use disorders among treatment naïve first-episode psychosis patients,2014
A potential role of reward and punishment in the facilitation of the emotion-cognition dichotomy in the Iowa Gambling Task,2013
Homocysteine and serotonin: Association with postpartum depression,2013
Cognitive deficits and its relation with psychopathology and global functioning in first episode schizophrenia,2013
Neurocysticercosis presenting as acute psychosis: A rare case report from rural India,2013
Dual diagnosis vs. triple diagnosis in HIV: A comparative study to evaluate the differences in psychopathology and suicidal risk in HIV positive male subjects,2013
"Automation, task, and context features: Impacts on pilots' judgments of human-automation interaction",2013
Possible involvement of oxido-nitrosative stress induced neuro-inflammatory cascade and monoaminergic pathway: Underpinning the correlation between nociceptive and depressive behaviour in a rodent model,2013
Exploration of organizational stressors in Indian elite female athletes,2013
Social Correlates of Psychological Well-Being Among Undergraduate Students in Mysore City,2013
Circadian variations of 5-hydroxytryptamine in female with fibromyalgia syndrome: A case control study,2013
Consumer protection law in ancient India,2013
The Right to Write: EEG Neurofeedback Training in Frontal Lobe Agraphia-A Case Report,2013
Do public services reach the worst affected children in rural India? An investigation applying the quantile regression method,2013
Ethical considerations in conducting research on autism spectrum disorders in low and middle income countries,2013
Schizophrenia patients experience substantial social cognition deficits across multiple domains in remission,2013
Acute dystonic reaction with rivastigmine,2013
Psychotherapeutic intervention in somatisation disorder: Results of a controlled study from India,2013
Course management system adoption and usage: A process theoretic perspective,2013
Objective structured clinical examination and its impact on clinical and interpersonal skills: Follow-up study,2013
"Karnataka state telemedicine project: Utilization pattern, current, and future challenges",2013
Prevalence of depression in patients with type II diabetes mellitus and its impact on quality of life,2013
Lay Meanings of Mental Health in Urban Indian College Youth: Insights For Mental Health Promotion,2013
Delineating a method to study cross-cultural differences with experimental control: The voice effect and countercultural contexts regarding power distance,2013
Hypothesizing repetitive paraphilia behavior of a medication refractive Tourette's syndrome patient having rapid clinical attenuation with KB220Z-nutrigenomic amino-acid therapy (NAAT),2013
"Relationships between perceived diagnostic disclosure, patient characteristics, psychological distress and illness perceptions in Indian cancer patients",2013
Cyber situation awareness: Modeling detection of cyber attacks with instance-based learning theory,2013
"Violence-Related Coping, Help-Seeking and Health Care-Based Intervention Preferences Among Perinatal Women in Mumbai, India",2013
"A psychological study of stress, personality and coping in police personnel",2013
The contextual interference effect in visual feature binding: What does it say about the role of attention in binding?,2013
"Neuropsychological deficits in drug naïve, non-depressed obsessive-compulsive disorder patients",2013
"Social and behavioral characteristics of gharwalis who operate brothels in the Ganga-Jamuna area of Nagpur, India",2013
Striving beyond a healthy development: An insight from Indian Wisdom,2013
Cognitive-behavioral therapy for an indian adolescent with depression: A clinical case study,2013
"Gender equality, inclusivity and corporate governance in India",2013
Altruism and Dāna: Impact on self and well-being,2013
Revisiting geschwind's hypothesis on brain lateralisation: A functional MRI study of digit ratio (2D:4D) and sex interaction effects on spatial working memory,2013
Selfhood in Search of Godhood,2013
Deconstructing LajjA as a Marker of Indian Womanhood,2013
Exploring Vātsalyam: The Emotion of Love for the Child,2013
Globalization and the Identity Remix Among Urban Adolescents in India,2013
Introduction: Special Issue on Adolescents in the Majority World,2013
"Patterns of alcohol use, their correlates, and impact in male drinkers: A population-based survey from Goa, India",2013
"Spirituality, religiosity and alcohol related beliefs among college students",2013
Evolutionary genetic analyses of MEF2C gene: Implications for learning and memory in Homo sapiens,2013
Extension of the fuzzy c means clustering algorithm to fit with the composite graph model for web document representation,2013
Resilience and self-efficacy as correlates of well-being among the elderly persons,2013
Psychological well-being: Reflections on an elusive construct and its assessment,2013
"Moral universals, ancient culture and Indian youth: Part I -theoretical foundations",2013
The explanatory models and coping strategies for alcohol use disorders: An exploratory qualitative study from India,2013
Cross-cultural decoding of positive and negative non-linguistic emotion vocalizationscross-cultural decoding of positive and negative non-linguistic emotion vocalizations,2013
A review of rural education status in yemen: A brief survey,2013
"Impact of Acts of Discrimination on Quality of Life Among Injecting Drug Users in Delhi, India",2013
Effect of frequency of multimodal coma stimulation on the consciousness levels of traumatic brain injury comatose patients,2013
Correlates of counterproductive work behaviour,2013
Contribution of social agents to the linguistic environment and skills of children,2013
Core self-evaluation as a correlate of subjective wellbeing among special educators,2013
"Social determinants of health: The role of neighbourhoods, psychological factors and health behaviours in predicting health outcomes for the urban poor in India",2013
Contextualism as an important facet of individualism-collectivism: Personhood beliefs across 37 national groups,2013
Clarifying my world: Identity work in the context of workplace bullying,2012
"Sikhism, spirituality and psychiatry",2012
Quality of life in anxiety disorders: Its relation to work and social functioning and dysfunctional cognitions: An exploratory study from India,2012
Sticking out and fitting in: Culture-specific predictors of 3-year-olds' autobiographical memories during joint reminiscing,2012
Psychiatric disorders and psychosocial correlates of high HIV risk sexual behaviour in war-affected Eastern Uganda,2012
The role of inertia in modeling decisions from experience with instance-based learning,2012
Compassion fatigue and burnout amongst clinicians: A medical exploratory study,2012
Nature of sexual dysfunctions in major depressive disorder and its impact on quality of life,2012
Need for Human Resource Development (HRD) practices in Indian Universities: A key for educational excellence,2012
"Culture, Discursive Practices and Literacy Work in Families: Why is Mathematics Important to Indian Immigrants in UK?",2012
"Who is an 'Ideal' Father? Father, Mother and Childrens' Views",2012
Talking about stigma towards mental health professionals with psychiatry trainees: A movie club approach,2012
"Psychosocial Support for the Children Affected by Communal Violence in Gujarat, India",2012
White matter abnormalities in children and adolescents with obsessive-compulsive disorder: A diffusion tensor imaging study,2012
Male migration/mobility and HIV among married couples: Cross-sectional analysis of nationally representative data from india,2012
Cross-national survey of winter and summer patterns of mood seasonality: A comparison between Italy and India,2012
Belief in a just world and wellbeing in Indian schools,2012
A possible role and basis of visual pathway selection in brightness induction,2012
Depression associated with dysembryoblastic neuroepithelial tumor,2012
"A prospective, randomized double-blind, placebo-controlled study of safety and efficacy of a high-concentration full-spectrum extract of Ashwagandha root in reducing stress and anxiety in adults",2012
Glucose-6 phosphate dehydrogenase deficiency and psychotic illness,2012
Reasons for substance use: A comparative study of alcohol use in tribals and non-tribals,2012
Kleine-Levin syndrome: A series of case reports,2012
Dopamine transporter (DAT1) VNTR polymorphism and alcoholism in two culturally different populations of South India,2012
Motives and simultaneous sedative-alcohol use among past 12-month alcohol and nonmedical sedative users,2012
Psychological well-being among bank employees,2012
"Gender, age and regional perspectives of mental health in armed forces aspirants",2012
Mutuality of mind and body: Role of supernatural elements in human well-being,2012
Does trait predict psychological well- being among students of Professional courses?,2012
Exercise protects against high-fat diet-induced hypothalamic inflammation,2012
Affect intensity and negative mood regulation (NMR) expectancies: A preliminary Indian study,2012
Little c creativity: A case for our science classroom: An Indian perspective,2012
"Indicators of mobility, socio-economic vulnerabilities and HIV risk behaviours among mobile female sex workers in India",2012
Guns and roses: Collective identity processes of women activists in India,2012
Innovative initiatives supporting inclusive innovation in India: Social business incubation and micro venture capital,2012
Volume and asymmetry abnormalities of insula in antipsychotic-naive schizophrenia: A 3-Tesla magnetic resonance imaging study,2012
The process and challenges in the translation of World Health Organization Quality of Life (WHOQOL- BREF) to a regional language; Malayalam,2012
"""He Cursed, and I Got Angry:"" Beliefs About Anger Among Adolescent Male Offenders in India",2012
Probing the interior of self-assembled caffeine dimer at various temperatures,2012
"Parent -adolescent communication and delinquency: A comparative study in Kolkata, India",2012
Involvement of CART in estradiol-induced anorexia,2012
Processes of emotion communication and control: A comparison of India and the United States,2012
"Mapping of hippocampal pH and neurochemicals from in vivo multi-voxel 31P study in healthy normal young male/female, mild cognitive impairment, and Alzheimer's disease",2012
"Family models of independence/interdependence and their intergenerational similarity in Germany, Turkey, and India",2012
"Criminals in the citadel and deceit all along the watchtower: Irresponsibility, fraud, and complicity in the search for scientific truth",2012
Resilience and academic achievement among adolescents,2012
School psychology in India: A vision for the future,2012
Play behaviours and activities of siblings of children with developmental disabilities,2012
General well-being and emotional expressivity among hearing impaired and non-hearing impaired adolescents,2012
"Effect of life skill training on academic anxiety, adjustment and self esteem levels in early adolescents",2012
Attachment styles and their implication for adolescents,2012
Altruistic behaviour of adolescents of different regions of India,2012
Quantification of ethanol in ethanol-petrol and biodiesel in biodiesel-diesel blends using fluorescence spectroscopy and multivariate methods,2012
Relationship Between Perceived Psychological Stress and Depression: Testing Moderating Effect of Dispositional Optimism,2012
An investigation on the mediating role of coping strategies on locus of control - Wellbeing relationship,2012
